Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
36774_1#266	47	23	17	15	12	10	1890786	1881592	1868479	1851548	1785562	1711007	30	306298	1886996	38.04	200234	118031	4	7	0.00
36774_1#311	30	11	8	8	8	7	1832589	1827326	1821223	1821223	1821223	1793624	14	994206	1829568	37.85	994206	135845	1	3	0.00
36774_1#272	33	18	13	12	12	9	1865371	1861873	1851679	1841912	1841912	1730343	20	515537	1863068	38.12	205506	108005	3	6	0.00
36774_1#307	23	9	8	8	8	6	1871888	1866565	1865150	1865150	1865150	1798923	12	1086698	1868845	38.00	1086698	134968	1	3	0.00
36774_1#278	33	17	12	10	10	7	1805627	1800011	1787884	1768365	1768365	1687861	19	618712	1801984	37.94	389918	141590	2	4	0.00
36774_1#293	31	20	14	13	12	9	1875508	1870927	1862518	1854258	1841252	1738230	23	498242	1873435	37.96	180718	134119	4	7	0.00
36774_1#295	20	11	9	9	9	6	1853622	1851191	1847135	1847135	1847135	1739962	12	1077827	1852145	38.04	1077827	148952	1	3	0.00
36774_1#285	46	31	22	22	19	14	1884429	1880090	1862644	1862644	1814927	1638071	33	280375	1881468	38.04	104727	89029	7	12	0.00
36774_1#290	4425	418	71	23	2	0	2641603	1336034	680354	361772	76917	0	1154	49736	1829642	38.18	2505	942	135	456	0.00
36774_1#329	4513	306	116	50	3	1	2883272	1726359	1290130	853922	143623	59821	726	59821	2005022	38.32	7482	2746	68	174	0.00
36774_1#279	40	24	14	14	12	9	1928641	1923532	1899934	1899934	1866088	1776842	28	544423	1926344	38.03	270446	138533	3	5	0.00
36774_1#281	62	31	17	17	15	10	1884653	1874932	1841396	1841396	1817976	1655205	39	551435	1880302	38.02	162739	76488	3	7	0.00
36774_1#323	39	22	16	14	12	9	1814523	1809381	1799933	1780903	1732411	1627555	25	496028	1811558	37.90	165533	106668	3	7	0.00
36774_1#313	32	16	12	11	8	5	1806674	1801324	1791230	1781719	1731195	1635324	19	993264	1803627	37.84	993264	198373	1	3	0.00
36774_1#280	26	12	8	8	8	5	1782453	1778506	1767512	1767512	1767512	1642473	15	982247	1780225	37.76	982247	141698	1	3	0.00
36774_1#302	29	18	11	10	8	7	1902809	1900301	1884310	1879263	1845375	1817752	19	544189	1900979	38.02	478675	138973	2	4	0.00
36774_1#327	35	18	14	13	12	9	1793145	1788708	1780473	1772260	1753739	1645167	21	513981	1790404	37.89	255027	108391	3	5	0.00
36774_1#326	136	62	49	39	26	11	1859612	1835687	1809141	1730574	1515019	1007156	80	210216	1848836	38.07	54920	26265	10	22	0.00
36774_1#321	51	33	20	18	15	9	1918836	1911190	1886768	1869958	1807370	1602697	38	305897	1915315	38.10	198717	117897	4	7	0.00
36774_1#31	55	28	19	17	14	11	2012109	2002273	1979955	1961756	1914910	1825607	35	300216	2007293	38.31	165510	123648	5	8	0.00
36774_1#306	51	19	14	11	10	5	1838601	1829192	1819189	1791753	1766874	1590068	22	1013895	1831360	37.81	1013895	185728	1	3	0.00
36774_1#317	58	33	21	20	15	10	1918537	1908382	1883073	1873727	1772639	1623944	40	305861	1913514	38.09	204372	94033	4	8	0.00
36774_1#315	39	15	11	11	9	7	1809636	1799711	1792758	1792758	1768520	1703762	23	512260	1805946	37.96	409000	140235	2	4	0.00
36774_1#304	27	19	11	10	10	9	1878543	1876475	1856803	1851756	1851756	1824170	20	556828	1877012	37.99	383043	121300	2	5	0.00
36774_1#332	21	9	7	7	7	6	1830115	1826369	1823181	1823181	1823181	1789594	12	1051404	1828133	37.99	1051404	136032	1	3	0.00
36774_1#318	20	12	10	9	8	5	1804808	1802075	1797558	1790090	1771760	1678122	13	1113727	1802977	37.78	1113727	190408	1	3	0.00
36774_1#298	62	27	15	15	14	12	1928539	1918810	1887648	1887648	1876671	1823176	33	565593	1923137	38.14	141890	104833	4	8	0.00
36774_1#267	57	22	16	16	14	12	1880216	1870470	1859997	1859997	1823625	1763823	24	264197	1871622	37.86	162858	111396	5	8	0.00
36774_1#309	55	16	13	13	13	10	1825951	1813085	1809038	1809038	1809038	1707501	24	486942	1818746	37.97	199266	106782	3	7	0.00
36774_1#319	54	29	20	17	14	13	2003966	1993988	1973458	1954034	1898757	1862945	39	305618	2000500	38.30	195177	111009	5	8	0.00
36774_1#291	42	18	13	12	10	9	1795501	1788660	1777542	1768042	1734001	1706398	21	507789	1790689	37.95	265265	130511	3	5	0.00
36774_1#271	58	18	13	12	11	10	1888278	1878189	1870611	1861094	1836686	1809108	21	509181	1880749	38.16	212924	113654	3	6	0.00
36774_1#265	58	20	17	17	17	11	1867820	1856334	1850662	1850662	1850662	1661441	27	409671	1861076	38.09	135627	94286	4	8	0.00
36774_1#316	44	13	11	11	10	8	1816911	1807912	1805185	1805185	1783531	1709286	16	596900	1810231	37.96	345993	133514	2	4	0.00
36774_1#300	48	30	17	15	15	13	1884180	1877913	1852695	1838328	1838328	1767971	35	407391	1881042	37.96	132181	78897	4	8	0.00
36774_1#308	30	16	10	10	10	9	1865749	1861216	1848041	1848041	1848041	1820490	19	536652	1863308	38.07	253572	129264	3	5	0.00
36774_1#320	43	13	12	11	10	8	1840080	1832656	1831325	1822775	1804010	1738462	16	986219	1834346	37.87	986219	127640	1	3	0.00
36774_1#301	3102	525	60	16	7	0	2619083	1642999	653871	352205	226956	0	1183	42369	2100716	37.98	2964	1108	164	461	0.00
36774_1#343	35	16	12	12	11	9	1873551	1864090	1853515	1853515	1832104	1766810	25	526489	1870779	38.10	292085	110918	3	5	0.00
36774_1#339	54	14	13	12	11	9	1815730	1801202	1800101	1792075	1770421	1698494	23	596902	1808170	37.96	335147	94119	2	5	0.00
36774_1#314	4016	449	77	22	2	1	2744657	1447118	762307	388841	91743	59231	1324	59231	2051552	37.92	2338	882	155	548	0.00
36774_1#344	42	30	22	20	18	13	1884456	1880993	1867996	1855389	1823075	1646215	32	289680	1882371	38.04	104727	89031	6	10	0.00
36774_1#330	29	14	10	9	9	8	1839370	1835562	1828182	1819600	1819600	1792724	15	1040976	1836168	37.84	1040976	109929	1	4	0.00
36774_1#351	44	25	20	16	13	8	1864672	1860333	1850917	1816000	1766425	1578152	26	568310	1860889	38.01	169769	85672	3	6	0.00
36774_1#336	23	11	9	9	8	7	1809628	1806460	1803124	1803124	1792763	1765050	13	1030413	1807759	37.85	1030413	121252	1	4	0.00
36774_1#322	29	10	8	8	8	6	1811710	1805495	1800661	1800661	1800661	1726206	14	986564	1808214	37.80	986564	142013	1	3	0.00
36774_1#341	42	24	15	15	13	9	1892827	1886785	1865261	1865261	1822608	1707046	27	502402	1889136	38.14	264825	105391	3	6	0.00
36774_1#310	51	15	11	11	11	9	1822604	1813326	1806750	1806750	1806750	1729743	19	500792	1815635	38.00	424123	117479	2	5	0.00
36774_1#324	46	28	23	21	19	14	1871038	1865458	1856581	1838251	1810147	1644647	32	280488	1868226	37.99	105312	67562	6	11	0.00
36774_1#33	58	30	16	15	14	10	1948918	1939571	1905956	1896262	1884616	1752147	38	551456	1944941	38.04	173994	93475	3	6	0.00
36774_1#334	22	12	9	8	8	7	1786985	1784309	1777032	1768109	1768109	1740535	13	632366	1784852	37.77	358526	185753	2	4	0.00
36774_1#312	31	17	11	11	10	9	1804973	1801796	1788355	1788355	1766727	1739145	17	500733	1801796	37.94	264629	116516	3	5	0.00
36774_1#294	26	19	11	10	10	9	1878447	1876486	1856813	1851766	1851766	1824180	20	556844	1877023	37.99	383048	121300	2	5	0.00
36774_1#3	4023	407	86	37	3	0	2783807	1561260	976086	626450	113615	0	1173	49186	2083106	37.96	3991	998	101	409	0.00
36774_1#333	39	17	10	10	10	8	1885865	1877371	1863177	1863177	1863177	1791739	22	555805	1881182	37.94	415686	119597	2	4	0.00
36774_1#345	60	31	17	17	16	10	1886461	1877109	1843280	1843280	1831634	1630960	38	551463	1881999	38.03	128288	83769	3	7	0.00
36774_1#337	28	11	9	8	8	6	1815665	1810827	1807292	1797974	1797974	1744256	13	1046293	1811979	37.95	1046293	143471	1	3	0.00
36774_1#254	47	26	16	14	12	8	1783554	1774580	1754578	1738074	1713734	1591886	34	548094	1779925	37.84	251598	110634	3	5	0.00
36774_1#349	19	12	9	9	8	6	1783075	1781482	1775331	1775331	1759573	1698377	12	1069864	1781482	37.77	1069864	188146	1	3	0.00
36774_1#347	37	18	12	10	9	8	1880034	1872939	1855997	1840760	1819758	1791897	21	525806	1875553	38.14	407019	116099	3	4	0.00
36774_1#338	72	31	22	19	16	10	1856010	1845231	1823471	1796733	1733025	1540164	36	433003	1849241	38.04	148951	59068	4	8	0.00
36774_1#34	48	19	16	12	10	7	1760813	1752461	1746894	1713523	1674378	1578380	24	628056	1755922	37.73	263954	128545	2	5	0.00
36774_1#342	40	23	13	13	11	8	1928770	1923539	1900092	1900092	1866250	1777003	27	544427	1926351	38.03	270450	138973	3	5	0.00
36774_1#376	34	15	11	10	9	7	1855020	1848184	1839990	1831364	1807277	1735138	20	1066935	1852121	37.85	1066935	178144	1	3	0.00
36774_1#325	61	31	18	18	17	10	1885326	1875596	1841972	1841972	1830326	1587097	39	551460	1880966	38.02	128282	68624	3	8	0.00
36774_1#35	36	14	12	11	9	6	1854250	1847627	1845076	1835246	1801589	1695757	18	1070116	1850235	37.96	1070116	112134	1	3	0.00
36774_1#360	78	30	23	19	16	11	1835768	1823574	1808076	1775840	1720627	1537096	35	506522	1826770	37.95	92103	78008	4	9	0.00
36774_1#59	41	14	10	9	8	7	1839192	1829980	1818131	1809568	1788363	1760764	19	980429	1834411	37.90	980429	116564	1	3	0.00
36774_1#52	54	18	16	13	12	8	1841806	1833633	1831199	1803426	1787027	1639371	21	515184	1835536	37.92	263766	115378	3	6	0.00
36774_1#5	40	27	19	17	13	12	1841897	1837939	1822449	1808089	1734814	1707167	30	405736	1840046	37.95	139469	102328	4	8	0.00
36774_1#353	50	26	17	15	12	10	1899061	1891133	1872763	1853682	1795753	1736683	30	532507	1894524	38.12	158640	102203	3	7	0.00
36774_1#46	22	9	7	6	6	5	1797280	1794743	1790734	1783169	1783169	1755570	9	1019972	1794743	37.80	1019972	385712	1	2	0.00
36774_1#357	32	14	10	8	8	6	1783008	1777108	1768015	1749715	1749715	1674351	19	975351	1780128	37.76	975351	145451	1	3	0.00
36774_1#354	44	18	15	13	12	9	1828489	1821820	1815163	1798800	1784508	1681924	23	584747	1825106	37.89	183821	110121	3	6	0.00
36774_1#373	138	33	20	16	14	10	1915977	1884425	1855793	1825408	1790711	1665813	50	543106	1896095	38.05	198159	78219	3	7	0.00
36774_1#331	34	22	12	11	9	8	1831156	1827288	1807789	1799340	1774870	1747292	25	547982	1829244	37.90	320642	110324	3	5	0.00
36774_1#340	72	35	24	22	15	11	1916028	1904324	1880077	1862595	1763404	1639670	41	600314	1908856	37.99	182914	79707	3	8	0.00
36774_1#40	33	16	12	11	9	8	1854049	1849786	1842570	1837523	1802841	1775222	17	525728	1850319	38.06	349252	142242	3	4	0.00
36774_1#235	6897	516	131	59	12	1	4157601	2344957	1562996	1081399	409093	58887	1413	58887	2947584	38.18	5639	1315	115	398	0.00
36774_1#348	25	13	10	10	9	8	1861323	1858315	1853835	1853835	1838450	1810846	14	755134	1858853	38.04	285351	148649	2	4	0.00
36774_1#371	44	23	13	13	11	9	1817983	1810861	1787089	1787089	1744436	1668762	26	502402	1813213	38.03	264794	111226	3	6	0.00
36774_1#38	24	11	9	9	9	8	1872204	1867797	1864919	1864919	1864919	1837262	13	658079	1869291	38.00	322388	134969	2	4	0.00
36774_1#352	41	19	12	11	10	8	1851339	1843875	1828417	1818710	1807602	1749499	25	536971	1848147	38.02	290548	134701	3	5	0.00
36774_1#370	26	10	8	8	7	6	1773392	1769143	1766067	1766067	1741187	1713532	13	987580	1770869	37.78	987580	141271	1	3	0.00
36774_1#359	38	22	17	14	12	8	1826764	1821426	1813632	1790263	1756901	1632713	26	588954	1823988	37.85	386995	105486	2	5	0.00
36774_1#335	38	23	14	13	11	9	1914771	1909147	1895929	1886643	1844358	1776267	28	409249	1912484	38.00	289479	113676	3	6	0.00
36774_1#50	48	24	16	14	12	8	1843357	1836195	1822145	1805135	1762949	1610106	29	362834	1839483	37.96	282353	109895	3	6	0.00
36774_1#299	59	34	24	21	16	10	1874624	1866814	1849743	1824644	1750681	1528563	39	457787	1870737	37.96	140736	79316	5	9	0.00
36774_1#37	25	13	9	9	8	4	1860420	1856575	1847849	1847849	1837684	1693398	16	1199801	1858730	37.93	1199801	201154	1	2	0.00
36774_1#65	53	19	14	13	11	9	1824485	1815906	1804820	1795528	1755069	1685945	24	351295	1819584	37.98	290555	124554	3	6	0.00
36774_1#36	26	19	11	10	10	9	1878483	1876522	1856723	1851676	1851676	1824090	20	556828	1877059	37.99	383048	121300	2	5	0.00
36774_1#6	22	13	11	9	9	8	1802059	1798913	1793942	1775656	1775656	1748023	16	676642	1800766	37.80	292837	146967	2	5	0.00
36774_1#375	51	22	17	15	15	9	1818788	1811526	1802842	1784066	1784066	1552800	25	544981	1814159	37.89	211965	72396	3	7	0.00
36774_1#54	21	11	9	9	7	6	1834726	1830246	1826874	1826874	1793192	1765575	16	1057942	1833845	37.85	1057942	135120	1	3	0.00
36774_1#355	58	32	20	19	15	11	1918544	1908390	1883081	1873735	1797304	1675955	39	305857	1913354	38.09	206059	94097	4	8	0.00
36774_1#45	33	14	9	8	7	5	1766520	1762129	1752747	1743278	1719050	1646625	15	991212	1762772	37.84	991212	149701	1	3	0.00
36774_1#53	45	22	16	16	14	12	1816846	1811364	1796705	1796705	1763106	1703518	23	264203	1812116	37.92	162858	111417	5	8	0.00
36774_1#56	27	16	10	9	8	7	1815004	1811299	1796338	1788024	1768039	1735607	18	631442	1812648	37.94	361727	150751	2	4	0.00
36774_1#213	4795	300	115	52	4	0	2743347	1709610	1287395	860933	123861	0	544	33293	1875677	38.21	9007	3732	61	143	0.00
36774_1#66	39	13	11	9	8	6	1897210	1887437	1883271	1866096	1853679	1799340	19	647337	1893011	38.08	386237	169804	2	4	0.00
36774_1#346	32	18	10	9	9	6	1805319	1802612	1786817	1777546	1777546	1696212	18	619370	1802612	37.96	404841	341756	2	3	0.00
36774_1#61	55	16	14	13	12	10	1815696	1803350	1799886	1791860	1770206	1698336	22	596926	1807766	37.96	221729	94109	3	6	0.00
36774_1#51	4593	248	101	42	10	1	2859190	1637283	1326584	910973	439049	72193	780	72193	1984020	38.27	8755	2584	51	146	0.00
36774_1#62	27	11	9	8	8	7	1954177	1949974	1946607	1937949	1937949	1904470	12	1067173	1950615	38.11	1067173	147882	1	3	0.00
36774_1#303	7411	439	120	44	3	0	3563433	1942436	1195177	673949	81390	0	924	27753	2268191	38.09	5287	2135	109	273	0.00
36774_1#44	35	18	11	11	11	9	1776335	1772574	1756818	1756818	1756818	1680596	18	548193	1772574	37.87	303034	116703	3	5	0.00
36774_1#366	34	20	15	15	13	12	1851057	1845544	1835279	1835279	1800979	1773412	24	526028	1848532	38.06	140558	111332	4	7	0.00
36774_1#42	24	18	12	12	11	6	1858384	1857050	1840732	1840732	1830567	1654023	19	630750	1857567	37.95	364616	184376	2	4	0.00
36774_1#57	22	14	9	7	7	6	1827812	1825535	1813596	1793924	1793924	1766342	16	1043882	1826804	37.95	1043882	148864	1	3	0.00
36774_1#363	4945	338	86	39	4	1	2763054	1543033	984488	650440	164197	51012	837	51012	1872326	38.13	5571	1576	77	226	0.00
36774_1#81	40	28	17	17	14	11	1783819	1779408	1754922	1754922	1694838	1586612	31	364324	1781383	37.84	136898	92111	4	8	0.00
36774_1#369	53	26	17	17	14	11	2012361	2002523	1980205	1980205	1924838	1844094	33	300264	2007543	38.31	165518	125480	5	8	0.00
36774_1#356	53	26	16	15	13	8	1847088	1839837	1817520	1807837	1773083	1605982	29	543819	1842348	38.03	263818	110645	3	6	0.00
36774_1#48	44	25	16	15	13	8	1922496	1916450	1894835	1885148	1850413	1683260	29	543873	1919595	38.12	271491	138972	3	6	0.00
36774_1#365	44	25	16	16	13	11	1892399	1886359	1865731	1865731	1808864	1749388	27	528279	1888298	38.08	177270	111027	4	7	0.00
36774_1#368	49	32	19	17	14	9	1921263	1914411	1885168	1868187	1806432	1643693	37	306070	1918536	38.06	201843	117934	4	8	0.00
36774_1#55	36	15	12	11	10	8	1776667	1771664	1768423	1759879	1749647	1690862	16	977989	1772304	37.74	977989	114596	1	4	0.00
36774_1#4	33	14	11	11	10	8	1768788	1762860	1758406	1758406	1736752	1660035	16	596864	1764252	37.87	359434	115881	2	5	0.00
36774_1#74	25	10	8	8	8	7	1773785	1769740	1766961	1766961	1766961	1739306	12	989103	1770902	37.77	989103	141258	1	3	0.00
36774_1#73	31	9	8	8	6	5	1822709	1816299	1814859	1814859	1780885	1753223	14	1046408	1819382	37.81	1046408	368087	1	2	0.00
36774_1#60	26	14	10	9	8	6	1820164	1816581	1808733	1799065	1783887	1722077	17	631635	1818470	37.76	391672	381349	2	3	0.00
36774_1#69	25	13	9	9	7	6	1853386	1849808	1843291	1843291	1820518	1792915	16	1085022	1851552	37.91	1085022	139381	1	3	0.00
36774_1#362	44	31	23	21	18	13	1884465	1880862	1868006	1855378	1807661	1630797	33	289684	1882240	38.03	104727	81524	6	11	0.00
36774_1#383	58	24	16	14	12	10	1915128	1904824	1888937	1874172	1839026	1786396	29	543384	1908986	38.06	171440	121083	4	7	0.00
36774_1#382	19	13	9	8	8	5	1798029	1796691	1790518	1780576	1780576	1689359	13	1142039	1796691	37.92	1142039	186333	1	3	0.00
36774_1#379	61	36	24	21	15	10	1919313	1909946	1887492	1860872	1756010	1603775	41	305855	1914071	38.09	198744	71566	4	8	0.00
36774_1#67	38	25	13	12	10	8	1785719	1780093	1757632	1749184	1724710	1657046	30	548106	1783440	37.85	364331	110634	2	5	0.00
36774_1#83	41	16	14	13	10	7	1854838	1847655	1845248	1835418	1781982	1676010	20	572760	1850263	37.96	477600	112131	2	4	0.00
36774_1#377	28	11	9	9	8	7	1773391	1768968	1765932	1765932	1741051	1713396	14	987560	1770694	37.77	987560	141271	1	3	0.00
36774_1#364	204	77	56	45	20	12	1876900	1831743	1783004	1704685	1278515	974004	100	182709	1847750	37.96	51294	22267	12	25	0.00
36774_1#361	43	18	13	13	10	7	1806381	1800300	1788706	1788706	1748264	1662635	20	625788	1801719	37.74	355288	140927	2	5	0.00
36774_1#381	38	22	17	14	12	8	1826687	1821349	1813555	1790186	1756825	1632632	26	588958	1823911	37.85	386910	105486	2	5	0.00
36774_1#372	42	19	12	12	11	9	1872895	1863723	1846910	1846910	1825499	1763524	26	526489	1868781	38.10	292073	110918	3	5	0.00
36774_1#58	45	21	16	15	13	12	1816683	1809562	1796534	1787008	1753408	1726019	24	264222	1811749	37.92	162858	111395	5	8	0.00
36774_1#90	45	13	9	9	9	8	1873773	1864459	1857883	1857883	1857883	1830508	18	500732	1867603	38.03	474471	133219	2	4	0.00
36774_1#71	56	35	19	18	14	10	1924577	1916877	1884558	1875272	1799037	1677460	40	305894	1920735	38.13	206600	108861	4	7	0.00
36774_1#72	25	11	9	9	7	6	1834927	1829668	1826927	1826927	1793246	1765568	15	1057945	1832659	37.85	1057945	135119	1	3	0.00
36774_1#8	57	33	19	18	15	10	1923800	1915699	1886375	1877013	1813495	1646283	39	305813	1920190	38.11	206531	95021	4	8	0.00
36774_1#49	31	13	9	8	8	5	1783157	1777568	1768291	1759803	1759803	1634988	18	974672	1780858	37.77	974672	141698	1	3	0.00
36774_1#9	70	29	25	19	15	10	1790845	1781742	1771027	1726044	1674322	1526399	31	425760	1783087	37.93	150368	109886	4	7	0.00
36774_1#84	44	23	17	15	11	8	1822207	1815955	1804558	1787685	1697029	1595703	26	362692	1818214	37.92	282580	124594	3	6	0.00
36774_1#94	23	10	8	8	8	5	1769731	1766276	1762661	1762661	1762661	1652572	12	990720	1767489	37.83	990720	150722	1	3	0.00
36774_1#41	66	24	19	17	16	12	1829626	1818438	1810127	1794119	1770455	1620606	30	506530	1822499	37.94	94276	81057	4	9	0.00
36774_1#86	24	10	8	8	8	7	1773607	1769797	1766721	1766721	1766721	1739063	13	987417	1771523	37.78	987417	141273	1	3	0.00
36774_1#378	117	36	18	17	14	11	1839552	1815829	1775297	1768863	1722898	1625220	49	487283	1824146	38.01	128072	96801	4	8	0.00
36774_1#88	31	13	10	9	9	8	1893276	1887805	1881805	1872093	1872093	1844508	17	564800	1890482	38.06	461939	171539	2	4	0.00
36774_2#111	19	10	8	8	8	6	1854068	1851635	1847690	1847690	1847690	1781559	11	1078472	1852589	38.04	1078472	148954	1	3	0.00
36774_1#350	36	21	15	15	13	12	1853324	1847639	1836158	1836158	1801858	1774234	25	526032	1850627	38.08	140558	111332	4	7	0.00
36774_1#70	39	22	15	14	13	6	1957080	1951792	1936930	1929383	1911112	1677013	24	647658	1953187	37.96	431546	186946	2	4	0.00
36774_2#110	42	19	16	14	13	9	1816477	1810007	1804046	1786156	1771059	1642345	21	496386	1811672	37.97	254414	106370	3	6	0.00
36774_1#64	23	13	11	9	9	8	1896556	1893506	1889687	1873505	1873505	1845761	15	544167	1894613	38.08	455884	134072	2	4	0.00
36774_1#91	42	15	13	12	10	6	1855094	1847408	1845121	1835291	1801634	1665722	19	1070221	1849693	37.96	1070221	112119	1	3	0.00
36774_1#98	27	19	13	12	11	5	1913229	1910456	1894981	1887415	1869144	1670782	21	769766	1911851	37.91	381920	186951	2	4	0.00
36774_1#367	19	12	9	9	8	6	1783069	1781478	1775327	1775327	1759573	1698377	12	1069858	1781478	37.77	1069858	188147	1	3	0.00
36774_1#82	20	13	9	8	8	6	1828855	1826977	1816894	1806927	1806927	1753050	15	1043877	1828032	37.96	1043877	148863	1	3	0.00
36774_1#358	37	22	16	14	11	8	1772447	1769106	1752148	1737141	1678544	1590650	22	526133	1769106	37.91	271174	111290	3	5	0.00
36774_1#384	26	10	9	8	8	6	1786949	1781085	1779503	1770845	1770845	1699356	15	1123988	1784526	37.79	1123988	110281	1	3	0.00
36774_2#120	37	12	9	7	7	6	1795937	1789229	1784884	1766642	1766642	1739185	15	992754	1791257	37.76	992754	141718	1	3	0.00
36774_1#95	57	25	21	18	14	10	1781256	1773751	1766087	1738466	1673678	1530574	28	545424	1775341	37.85	192779	67653	3	7	0.00
36774_1#93	36	13	9	8	8	6	1842323	1837293	1827266	1819232	1819232	1746992	14	994223	1837935	37.86	994223	209446	1	3	0.00
36774_2#117	46	19	16	14	13	8	1816770	1809706	1803934	1784803	1761250	1585402	22	496368	1811898	37.96	254425	106376	3	6	0.00
36774_2#108	33	22	12	12	10	8	1784318	1779422	1760081	1760081	1724634	1656970	27	548062	1782507	37.84	364332	110634	2	5	0.00
36774_1#78	43	21	15	14	12	11	1936242	1930741	1920061	1912412	1872397	1845587	23	547241	1931775	37.99	195878	110991	3	7	0.00
36774_1#87	49	15	11	10	10	8	1822797	1813835	1807259	1797582	1797582	1728459	19	500737	1816144	37.99	424122	133342	2	4	0.00
36774_2#114	38	16	14	13	12	9	1793840	1785111	1782159	1772634	1758199	1650943	24	613168	1791058	37.78	295575	116508	2	5	0.00
36774_1#75	43	13	12	11	10	8	1857598	1849825	1845731	1837114	1826116	1767163	14	842063	1850740	37.87	323012	131944	2	4	0.00
36774_2#102	36	12	11	10	9	8	1918559	1910824	1909197	1900527	1886851	1860045	18	836204	1914850	37.94	265051	179108	2	4	0.00
36774_1#96	48	26	21	20	17	8	1869868	1864847	1853916	1845950	1800796	1477053	27	595925	1865347	38.01	157691	69142	3	7	0.00
36774_2#1	51	14	12	12	12	10	1818129	1803921	1796897	1796897	1796897	1738664	24	526430	1811130	37.96	217471	110899	3	6	0.00
36774_1#374	21	14	11	10	9	4	1856219	1854364	1848626	1841049	1830884	1658341	15	1164492	1855016	37.95	1164492	184370	1	3	0.00
